"ID","Entry","Line","Acc","Race","Stock","Geo.class","Elevation.class","Group","Lat","Lon","Elevation","Block","ABS_X","ABS_Y","P_code","P_level","Seed_wt_12k","Mites","Stem","Height","Leaf.Area","Spad","Leaf_FW","Root_FW"
"MZ65114",43,"Mex_20.High","CHIH515","CONNOR","CIMMYTMA-021154","M","H","M.H",28.55,-107.5,2046,1,133,781,"P1",1,3.71,0,NA,NA,NA,NA,NA,NA
"MZ65115",39,"Mex_19.High","JALI348","CELAYA","CIMMYTMA-016642","M","H","M.H",21.88333333,-101.5833333,2213,1,143,781,"P1",1,4.61,0,0.5,22,279.3,31.9,10.24,10.11
"MZ65116",95,"SA_23.Low","CALD369","","CIMMYTMA-019738","S","L","S.L",5.32,-74.92,840,1,152,781,"P1",1,4.44,1,0.6,13,338.2,32.3,11.99,13.35
"MZ65117",73,"SA_1.High","BOZM0881","","CIMMYTMA-015032","S","H","S.H",-17.55,-65.83333333,2725,1,162,781,"P1",1,4.32,0,0.4,19,266.9,32.4,11,12.09
"MZ65118",40,"Mex_19.Low","NAYA223","BOFO","CIMMYTMA-023971","M","L","M.L",22.274119,-104.469957,648,1,171,781,"P1",1,3.76,1,0.5,10,296.4,27.3,6.8,12.3
"MZ65119",9,"C_2","","","PT","C","N","C",NA,NA,NA,1,181,781,"P1",1,1.84,1,0.5,19,157.3,31.8,5.89,9.43
"MZ65120",61,"Mex_30.Low","QUER50","TUXPEN","CIMMYTMA-000547","M","L","M.L",21.445085,-99.632358,562,1,190,781,"P1",1,7.4,0,0.6,12,283.1,22.4,9.38,15.75
"MZ65121",116,"SA_7.Low","BOLI1060","","CIMMYTMA-017281","S","L","S.L",-14.389555,-65.195133,149,1,85,791,"P1",1,3.57,1,0.4,9,197.2,22.4,5.8,7.2
"MZ65122",72,"Mex_9.High","AGUC67","CONNOR","CIMMYTMA-027102","M","H","M.H",21.921424,-102.13202,2042,1,95,791,"P1",1,3.37,1,0.5,22,181.1,29.1,14.55,17.29
"MZ65123",134,"AN_8","MICH316","CELAYA","CIMMYTMA-005578","A","H","A",19.33333333,-101.4666667,2233,1,104,791,"P1",1,3.38,0,0.4,20.5,233,29.3,9.92,10.47
"MZ65124",124,"AN_22","MEXI66","CHALQU","CIMMYTMA-001395","A","H","A",19.412596,-100.121224,2568,1,114,791,"P1",1,3.84,NA,NA,NA,NA,NA,NA,NA
"MZ65125",80,"SA_13.Low","PERU611","","CIMMYTMA-008367","S","L","S.L",-12.130747,-76.950627,305,1,123,791,"P1",1,3.96,0,0.5,14.5,320.1,32,8.2,12.8
"MZ65126",23,"C_4","","","Mo17","C","N","C",NA,NA,NA,1,133,791,"P1",1,3.35,0,0.5,12,192.2,23.3,8.18,7.33
"MZ65127",2,"C_1","","","B73","C","N","C",NA,NA,NA,1,143,791,"P1",1,2.37,0,0.3,10,155.4,26.8,4,2.9
"MZ65128",143,"AN_18","MICH336","TABLON","CIMMYTMA-008072","A","L","A",19.376847,-102.486984,1319,1,152,791,"P1",1,5.22,1,0.5,13.5,283.7,21.9,8.22,14.48
"MZ65129",77,"SA_11.Low","BOZM0708","CUBAAM","CIMMYTMA-014998","S","L","S.L",-16.777628,-60.657169,300,1,162,791,"P1",1,4.61,1,0.5,15.5,325.4,23.3,10.95,12.59
"MZ65130",8,"C_2","","","PT","C","N","C",NA,NA,NA,1,171,791,"P1",1,2.1,0,0.4,20,180.3,24.9,7.8,5.7
"MZ65131",90,"SA_20.Low","LOR.16","","CIMMYTMA-026029","S","L","S.L",-7.221746,-75.298185,137,1,181,791,"P1",1,4.59,0,0.6,11,386.1,32.1,12.23,19.03
"MZ65132",52,"Mex_24.Low","NAYA312","","CIMMYTMA-025289","M","L","M.L",20.8,-104.4,800,1,190,791,"P1",1,5.06,1,0.5,13,254.7,21.6,12.04,18.04
"MZ65133",66,"Mex_6.High","OAXA724","BOLITA","CIMMYTMA-020218","M","H","M.H",16.9,-96.26666667,2164,1,85,800,"P1",1,4.18,0,0.5,8,231,28.8,6.7,10.2
"MZ65134",138,"AN_10","MICH374","MUSHIT","CIMMYTMA-005616","A","H","A",19.51666667,-101.7333333,2188,1,95,800,"P1",1,3.89,1,0.6,22.5,254.1,21.6,10.4,12.1
"MZ65135",82,"SA_14.High","PERU923","","CIMMYTMA-018202","S","H","S.H",-8.563063,-77.77292,3412,1,104,800,"P1",1,3.68,1,0.6,15.5,217.1,20.4,8.7,13.53
"MZ65136",63,"Mex_5.High","SNLP176","","CIMMYTMA-014017","M","H","M.H",23.13333333,-101.1166667,2043,1,114,800,"P1",1,3.83,1,0.7,17,328.9,28.5,10,10.98
"MZ65137",118,"SA_8.Low","SNMART124","","CIMMYTMA-026062","S","L","S.L",-7.174336,-76.692725,269,1,123,800,"P1",1,3.95,1,0.8,14.5,370.3,29.3,12.8,25.1
"MZ65138",140,"AN_30","VERA306","ARROAM","CIMMYTMA-005626","A","H","A",19.509446,-97.200757,3017,1,133,800,"P1",1,3.09,1,0.7,16.5,344.7,21.1,15.5,14.4
"MZ65139",46,"Mex_21.Low","CHIS 26","TEPECI","CIMMYTMA-000743","M","L","M.L",15.420631,-92.899516,35,1,143,800,"P1",1,6.66,0,0.5,12,300.5,25.3,7.6,9.9
"MZ65140",98,"SA_24.Low","PERU637","COLORA","CIMMYTMA-008993","S","L","S.L",-8.597077,-78.732381,14,1,152,800,"P1",1,5.94,0,0.8,11,219.2,32.8,7.2,9.3
"MZ65141",26,"Mex_10.High","CHIS846","","CIMMYTMA-027432","M","H","M.H",16.75,-92.63,2131,1,162,800,"P1",1,5.65,1,0.6,17,237.4,20.4,NA,NA
"MZ65142",83,"SA_17.Low","BOZM0258","CUBAAM","CIMMYTMA-014287","S","L","S.L",-22.537684,-64.40514,559,1,171,800,"P1",1,4.83,1,0.8,16,303.5,22.6,9.4,18.93
"MZ65143",16,"C_3","","","CML530","C","N","C",NA,NA,NA,1,181,800,"P1",1,3.39,1,0.5,12,139.7,19,7.1,8
"MZ65144",3,"C_1","","","B73","C","N","C",NA,NA,NA,1,190,800,"P1",1,2.16,1,0.7,9,196.9,26.5,5.3,4.9
"MZ65145",73,"SA_1.High","BOZM0881","","CIMMYTMA-015032","S","H","S.H",-17.55,-65.83333333,2725,2,285,695,"P3",333,4.32,0,0.8,20.5,305.9,21.2,14.45,18.6
"MZ65146",129,"AN_33","PUEB542","PALOME","CIMMYTMA-016446","A","H","A",19.28333333,-97.33333333,2514,2,295,695,"P3",333,2.24,0,1,27.3,332.1,18.3,20.57,14.68
"MZ65147",15,"C_3","","","CML530","C","N","C",NA,NA,NA,2,305,695,"P3",333,3.33,0,1,16,286.7,18,NA,NA
"MZ65148",115,"SA_7.High","APUC.169","CHUNCH","CIMMYTMA-012231","S","H","S.H",-13.650254,-72.89971,2154,2,315,695,"P3",333,3.69,0,0.8,20.2,321.5,27.4,14.5,14
"MZ65149",128,"AN_24","MEXI103","CONICO","CIMMYTMA-016007","A","H","A",19.353139,-99.796835,2636,2,325,695,"P3",333,2.31,0,0.8,29.6,371.7,17.4,22.6,17.8
"MZ65150",64,"Mex_5.Low","NAYA70","TABLON","CIMMYTMA-018888","M","L","M.L",22.417143,-105.46224,11,2,335,695,"P3",333,4.46,0,1.2,14.4,484.7,17.9,19.1,24.4
"MZ65151",81,"SA_14.Low","SNMART111","","CIMMYTMA-014578","S","L","S.L",-8.444628,-76.471549,580,2,345,695,"P3",333,2.91,0,1,16,397,20.5,15,21.1
"MZ65152",45,"Mex_21.High","GUAT434","OLOTON","CIMMYTMA-005266","M","H","M.H",15.28333333,-91.43333333,2071,2,355,695,"P3",333,5.35,0,1.1,20,375.9,26.4,17.69,24.38
"MZ65153",63,"Mex_5.High","SNLP176","","CIMMYTMA-014017","M","H","M.H",23.13333333,-101.1166667,2043,2,365,695,"P3",333,3.83,1,1,11.8,353.1,26.1,16.9,23.3
"MZ65154",101,"SA_27.Low","ICA42","","CIMMYTMA-016818","S","L","S.L",-14.660126,-75.219284,236,2,375,695,"P3",333,4.03,0,1,17,318.3,21.1,16.81,25.4
"MZ65155",1,"C_1","","","B73","C","N","C",NA,NA,NA,2,385,695,"P3",333,2.17,0,1.1,10.5,270.3,19.8,11.8,13.4
"MZ65156",143,"AN_18","MICH336","TABLON","CIMMYTMA-008072","A","L","A",19.376847,-102.486984,1319,2,395,695,"P3",333,5.22,0,1.2,13.5,389.4,22.8,NA,NA
"MZ65157",71,"Mex_9.Low","HIDA184","CONICO","CIMMYTMA-020752","M","L","M.L",21.062344,-98.870068,436,2,285,705,"P3",333,3.39,0,1.9,32,458.9,21,18.8,20.2
"MZ65158",44,"Mex_20.Low","COAH64","TUXPEN","CIMMYTMA-000449","M","L","M.L",28.26979,-100.726374,356,2,295,705,"P3",333,4.43,0,1.1,11.5,388.4,26,14.1,23.36
"MZ65159",67,"Mex_7.High","TLAX525","","CIMMYTMA-026945","M","H","M.H",19.31666667,-97.91666667,2492,2,305,705,"P3",333,3.63,0,1.2,21.5,503.6,22,27.61,25.37
"MZ65160",41,"Mex_2.Low","JALI386","","CIMMYTMA-023713","M","L","M.L",19.76666667,-104.35,907,2,315,705,"P3",333,5.69,0,1.2,26,459.9,19.4,21.76,23.59
"MZ65161",53,"Mex_26.High","MEXI193","","CIMMYTMA-018374","M","H","M.H",19.97,-99.52,2418,2,325,705,"P3",333,3.76,0,1.1,33.2,346.9,24.4,21.83,16.94
"MZ65162",6,"C_1","","","B73","C","N","C",NA,NA,NA,2,335,705,"P3",333,2.29,0,1.9,14.2,315.2,26.5,13.5,11.8
"MZ65163",52,"Mex_24.Low","NAYA312","","CIMMYTMA-025289","M","L","M.L",20.8,-104.4,800,2,345,705,"P3",333,5.06,0,1.1,22,319.1,19.1,13.5,21.3
"MZ65164",110,"SA_31.High","ECUA12675","","CIMMYTMA-028370","S","H","S.H",-1.180281,-78.559788,2753,2,355,705,"P3",333,4.7,0,NA,NA,NA,NA,NA,NA
"MZ65165",126,"AN_20","MICH52","CONICO","CIMMYTMA-001467","A","H","A",19.652002,-100.593265,2180,2,365,705,"P3",333,4.19,0,1.6,24.5,329.5,19.2,27.07,42.66
"MZ65166",111,"SA_4.High","BOLI683","","CIMMYTMA-018676","S","H","S.H",-16.5,-68.15,3929,2,375,705,"P3",333,3.1,0,1.3,19.9,382.2,21.4,16.6,22.1
"MZ65167",137,"AN_17","MICH348","MUSHIT","CIMMYTMA-005599","A","H","A",19.56666667,-102.2666667,2416,2,385,705,"P3",333,3.68,0,0.9,21.5,409.8,21.8,18,19.1
"MZ65168",82,"SA_14.High","PERU923","","CIMMYTMA-018202","S","H","S.H",-8.563063,-77.77292,3412,2,395,705,"P3",333,3.68,0,1.1,14.9,337,28.6,15.6,23.4
"MZ65169",93,"SA_22.High","HCO.140","","CIMMYTMA-018244","S","H","S.H",-9.408282,-76.557515,3135,2,285,714,"P3",333,5.48,0,1.1,22.9,356.9,26.2,16.2,27.2
"MZ65170",48,"Mex_22.Low","VERA201","TEPECI","CIMMYTMA-003266","M","L","M.L",21.1,-97.75,88,2,295,714,"P3",333,5.02,0,0.7,12.4,211.9,32.5,8.2,9.9
"MZ65171",122,"AN_26","MEXI210","PALOME","CIMMYTMA-001374","A","H","A",18.969351,-99.399159,2445,2,305,714,"P3",333,2.25,0,0.9,31,335,27.9,20.2,19.9
"MZ65172",98,"SA_24.Low","PERU637","COLORA","CIMMYTMA-008993","S","L","S.L",-8.597077,-78.732381,14,2,315,714,"P3",333,5.94,0,1,21.1,412.6,21.5,19.58,26.96
"MZ65173",140,"AN_30","VERA306","ARROAM","CIMMYTMA-005626","A","H","A",19.509446,-97.200757,3017,2,325,714,"P3",333,3.09,0,0.8,45.1,331.9,25.4,25.1,13.8
"MZ65174",27,"Mex_12.High","ZACA134","CONNOR","CIMMYTMA-019483","M","H","M.H",22.902593,-103.478062,2019,2,335,714,"P3",333,3.71,0,1.1,24.5,389.1,19.8,22.5,23
"MZ65175",90,"SA_20.Low","LOR.16","","CIMMYTMA-026029","S","L","S.L",-7.221746,-75.298185,137,2,345,714,"P3",333,4.59,0,1,17,390.7,25.2,16.8,28.6
"MZ65176",96,"SA_23.High","BOYA371","SABANE","CIMMYTMA-022843","S","H","S.H",5.399671,-73.101212,2150,2,355,714,"P3",333,4.15,0,1,18,474.8,19.3,21.01,25.38
"MZ65177",21,"C_4","","","Mo17","C","N","C",NA,NA,NA,2,365,714,"P3",333,3.4,0,1,19,278.3,21.5,14,10.8
"MZ65178",127,"AN_28","VERA35","PALOME","CIMMYTMA-001531","A","H","A",19.539917,-97.251249,2451,2,375,714,"P3",333,2.29,0,1,35,396.9,24,22.34,15.03
"MZ65179",61,"Mex_30.Low","QUER50","TUXPEN","CIMMYTMA-000547","M","L","M.L",21.445085,-99.632358,562,2,385,714,"P3",333,7.4,0,1,20,377.8,20.3,16.8,24.5
"MZ65180",66,"Mex_6.High","OAXA724","BOLITA","CIMMYTMA-020218","M","H","M.H",16.9,-96.26666667,2164,2,395,714,"P3",333,4.18,0,1.2,15.5,422.7,20.3,18.1,19
"MZ65181",83,"SA_17.Low","BOZM0258","CUBAAM","CIMMYTMA-014287","S","L","S.L",-22.537684,-64.40514,559,2,285,724,"P3",333,4.83,0,1.3,17,343.9,21.4,16.84,25.18
"MZ65182",54,"Mex_26.Low","VERA118","TUXPEN","CIMMYTMA-002345","M","L","M.L",19.855393,-96.708139,372,2,295,724,"P3",333,3.63,0,1,21.5,419.2,26.2,18.81,20.7
"MZ65183",69,"Mex_8.Low","COLI26","","CIMMYTMA-023180","M","L","M.L",19.33205,-103.731987,720,2,305,724,"P3",333,3.71,0,1,18.8,488.6,24.9,18.47,24.07
"MZ65184",136,"AN_16","MICH329","CONICO","CIMMYTMA-005589","A","H","A",19.68333333,-101.9666667,2292,2,315,724,"P3",333,3.94,0,1,27.2,420.3,21.1,20.03,20.23
"MZ65185",72,"Mex_9.High","AGUC67","CONNOR","CIMMYTMA-027102","M","H","M.H",21.921424,-102.13202,2042,2,325,724,"P3",333,3.37,0,1,30.3,329.3,21.2,21.04,13.46
"MZ65186",25,"Mex_10.Low","OAXA520","ZAPCHI","CIMMYTMA-025027","M","L","M.L",16.478858,-95.001338,28,2,335,724,"P3",333,3.22,0,1,19.4,379.6,25.3,18.2,19.4
"MZ65187",125,"AN_13","MICH195","CHALQU","CIMMYTMA-001456","A","H","A",19.66666667,-101.9166667,2430,2,345,724,"P3",333,3.24,0,1,25.4,265.1,11.7,16.7,13.8
"MZ65188",59,"Mex_3.Low","VERA77","TUXPEN","CIMMYTMA-002335","M","L","M.L",20.43027778,-97.382222,109,2,355,724,"P3",333,4.79,0,0.9,18,370.3,20.8,15.5,16.5
"MZ65189",113,"SA_6.High","ANC.526","","CIMMYTMA-012085","S","H","S.H",-9.385108,-77.240432,3524,2,365,724,"P3",333,3.53,0,1,19,348.5,22.6,14,15.8
"MZ65190",17,"C_3","","","CML530","C","N","C",NA,NA,NA,2,375,724,"P3",333,3.51,0,1,17,279.5,28.8,12.7,11.8
"MZ65191",22,"C_4","","","Mo17","C","N","C",NA,NA,NA,2,385,724,"P3",333,3.3,0,1.1,17.4,275.7,21.2,12.59,13.17
"MZ65192",114,"SA_6.Low","UCAYAL9","","CIMMYTMA-014588","S","L","S.L",-9.028934,-75.513495,306,2,395,724,"P3",333,3.14,0,1,13.2,305,19.6,13.93,19.46
"MZ65193",80,"SA_13.Low","PERU611","","CIMMYTMA-008367","S","L","S.L",-12.130747,-76.950627,305,2,285,733,"P3",333,3.96,0,1,16.5,324.7,28,13.03,24.75
"MZ65194",46,"Mex_21.Low","CHIS 26","TEPECI","CIMMYTMA-000743","M","L","M.L",15.420631,-92.899516,35,2,295,733,"P3",333,6.66,0,1,18,395.6,19.5,16.7,20.2
"MZ65195",100,"SA_26.High","ECUA8833","MISHCA","CIMMYTMA-021797","S","H","S.H",-0.148041,-78.457937,2890,2,305,733,"P3",333,5.55,0,1,23,455.7,23.4,19,17.3
"MZ65196",16,"C_3","","","CML530","C","N","C",NA,NA,NA,2,315,733,"P3",333,3.39,0,1,18.5,300.1,30.8,14,12.5
"MZ65197",99,"SA_26.Low","ECUA652","","CIMMYTMA-017379","S","L","S.L",-1.066298,-80.44021,36,2,325,733,"P3",333,4.09,0,0.8,22,355.4,22.6,13.95,23.13
"MZ65198",106,"SA_29.Low","ARZM07041","PERLIT","CIMMYTMA-026714","S","L","S.L",-23.78,-61.48,175,2,335,733,"P3",333,2.82,0,0.8,19,377.5,25.5,14.2,18.8
"MZ65199",118,"SA_8.Low","SNMART124","","CIMMYTMA-026062","S","L","S.L",-7.174336,-76.692725,269,2,345,733,"P3",333,3.95,0,1,14.5,316.3,24.4,11.96,17.64
"MZ65200",32,"Mex_14.High","OAXA350","CONICO","CIMMYTMA-006081","M","H","M.H",17.190837,-97.867153,2338,2,355,733,"P3",333,2.9,0,0.8,18.1,311.6,18.6,14.6,21.9
"MZ65201",28,"Mex_12.Low","SNLP143","CONICO","CIMMYTMA-023628","M","L","M.L",21.93333333,-100,994,2,365,733,"P3",333,4.99,0,1,16.5,381.5,26.4,15.41,28.94
"MZ65202",123,"AN_21","MEXI84","CONICO","CIMMYTMA-001380","A","H","A",19.448336,-100.18125,2939,2,375,733,"P3",333,3.11,0,1,30.3,317.6,22.1,17.93,19.73
"MZ65203",92,"SA_21.Low","PERU1124","ENANO","CIMMYTMA-009025","S","L","S.L",-12,-70.25,234,2,385,733,"P3",333,3.03,0,1,17.7,319.1,22.7,NA,NA
"MZ65204",11,"C_2","","","PT","C","N","C",NA,NA,NA,2,395,733,"P3",333,2.06,0,1,22,279,34.3,16.8,21.1
"MZ65205",37,"Mex_18.High","JALI576","CELAYA","CIMMYTMA-021313","M","H","M.H",21.01666667,-102.1666667,2055,2,285,743,"P3",333,3.37,0,1,21.1,360.8,20,17.55,24.75
"MZ65206",102,"SA_27.High","CUZ.290","","CIMMYTMA-024902","S","H","S.H",-13.950973,-71.744682,3061,2,295,743,"P3",333,7.64,1,0.9,28.5,377.8,19,23.2,20.03
"MZ65207",89,"SA_20.High","CAJ.138","","CIMMYTMA-024894","S","H","S.H",-6.55,-78.65,2391,2,305,743,"P3",333,3.82,1,0.9,26.4,311.7,23,18.3,23.8
"MZ65208",87,"SA_2.High","HVCA.15","","CIMMYTMA-012291","S","H","S.H",-12.634544,-74.86529,3263,2,315,743,"P3",333,3.66,1,1.1,22.4,415.6,24.2,20.64,22.2
"MZ65209",120,"SA_9.High","CUZ.351","PISCCO","CIMMYTMA-018242","S","H","S.H",-13.420293,-72.2085,3326,2,325,743,"P3",333,4.43,0,0.8,23,260.1,19.6,17.19,27.24
"MZ65210",47,"Mex_22.High","GUAN333","","CIMMYTMA-013771","M","H","M.H",21.48333333,-101.2166667,2091,2,335,743,"P3",333,3.72,0,1,32.5,317,19.1,16.3,11.9
"MZ65211",77,"SA_11.Low","BOZM0708","CUBAAM","CIMMYTMA-014998","S","L","S.L",-16.777628,-60.657169,300,2,345,743,"P3",333,4.61,1,1.6,16.9,194.6,28.4,8.9,12.4
"MZ65212",116,"SA_7.Low","BOLI1060","","CIMMYTMA-017281","S","L","S.L",-14.389555,-65.195133,149,2,355,743,"P3",333,3.57,0,1.3,14.5,534.6,22.9,16.7,13.4
"MZ65213",117,"SA_8.High","LIB.114","SHAJAT","CIMMYTMA-012342","S","H","S.H",-7.804269,-78.041914,3217,2,365,743,"P3",333,5.31,0,0.8,22,318.6,15,14.83,15.33
"MZ65214",20,"C_4","","","Mo17","C","N","C",NA,NA,NA,2,375,743,"P3",333,3.37,0,1.2,19,244,22,15.4,11.5
"MZ65215",49,"Mex_23.High","JALI637","CELAYA","CIMMYTMA-021332","M","H","M.H",20.81666667,-102.6666667,2017,2,385,743,"P3",333,5.46,0,1,20,218.5,21,12.1,12.6
"MZ65216",51,"Mex_24.High","QUER111","","CIMMYTMA-025151","M","H","M.H",20.175815,-100.139433,2674,2,395,743,"P3",333,6.62,0,1,24.5,392.1,24.1,17.37,19.54
"MZ65217",23,"C_4","","","Mo17","C","N","C",NA,NA,NA,2,285,753,"P3",333,3.35,0,1,25,275.6,26.1,14.11,12.4
"MZ65218",68,"Mex_7.Low","VERA126","TUXPEN","CIMMYTMA-000686","M","L","M.L",18.589859,-95.436809,30,2,295,753,"P3",333,7.08,0,1,16.5,382.3,19.9,15.34,12.57
"MZ65219",103,"SA_28.High","PIUR106","","CIMMYTMA-012440","S","H","S.H",-4.635925,-79.710107,2641,2,305,753,"P3",333,3.8,0,1,20.6,388.2,24.5,16.6,23.8
"MZ65220",95,"SA_23.Low","CALD369","","CIMMYTMA-019738","S","L","S.L",5.32,-74.92,840,2,315,753,"P3",333,4.44,0,0.8,15,274.9,19.9,13.04,21.64
"MZ65221",131,"AN_25","MEXI386","CONICO","CIMMYTMA-019359","A","H","A",19.03333333,-100.0333333,1956,2,325,753,"P3",333,4.18,0,1,24.5,398.8,17.4,20.3,22
"MZ65222",108,"SA_3.High","ECUAX14210","MEZCLA","CIMMYTMA-013311","S","H","S.H",-3.620286,-79.237167,2497,2,335,753,"P3",333,6.71,0,0.3,21.5,105.6,30.9,4,2.04
"MZ65223",40,"Mex_19.Low","NAYA223","BOFO","CIMMYTMA-023971","M","L","M.L",22.274119,-104.469957,648,2,345,753,"P3",333,3.76,1,1,16.5,296,23.7,14.61,21.77
"MZ65224",76,"SA_10.High","CHZM01070","HARTAR","CIMMYTMA-014497","S","H","S.H",-19.314057,-69.419454,2430,2,355,753,"P3",333,5.06,0,0.5,25,202.1,30,9.9,10.5
"MZ65225",58,"Mex_29.Low","SINA2","CHAPAL","CIMMYTMA-000861","M","L","M.L",24.824405,-107.460246,46,2,365,753,"P3",333,5.74,0,1,26,241.4,27,11.7,19.59
"MZ65226",133,"AN_29","VERA89","CONICO","CIMMYTMA-002336","A","H","A",19.61666667,-97.08333333,2634,2,375,753,"P3",333,2.91,0,1,20,296.9,26.2,16,17.9
