"ID","Entry","Line","Acc","Race","Stock","Geo.class","Elevation.class","Group","Lat","Lon","Elevation","Block","ABS_X","ABS_Y","P_code","P_level","Seed_wt_12k","Mites","Stem","Height","Leaf.Area","Spad","Leaf_FW","Root_FW"
"MZ65343",56,"Mex_28.High","CHIH140","GORDO","CIMMYTMA-007937","M","H","M.H",29.65,-108.25,2141,3,143,898,"P3",333,3.66,1,0.7,24,484.8,22.6,22.07,11.1
"MZ65344",20,"C_4","","","Mo17","C","N","C",NA,NA,NA,3,152,898,"P3",333,3.37,1,0.9,19,271.5,29.8,13.8,7.9
"MZ65345",69,"Mex_8.Low","COLI26","","CIMMYTMA-023180","M","L","M.L",19.33205,-103.731987,720,3,162,898,"P3",333,3.71,1,0.9,22.5,341,20.2,17.89,15.76
"MZ65346",91,"SA_21.High","JUN.160","SNJERO","CIMMYTMA-024925","S","H","S.H",-11.904015,-75.321984,3315,3,171,898,"P3",333,5.98,1,0.7,24.5,408.6,24.1,17.17,14.81
"MZ65347",10,"C_2","","","PT","C","N","C",NA,NA,NA,3,181,898,"P3",333,2,1,0.9,34,382.3,21,19.77,11.65
"MZ65348",103,"SA_28.High","PIUR106","","CIMMYTMA-012440","S","H","S.H",-4.635925,-79.710107,2641,3,190,898,"P3",333,3.8,1,0.7,16.4,345.1,25,15.91,17.6
"MZ65349",28,"Mex_12.Low","SNLP143","CONICO","CIMMYTMA-023628","M","L","M.L",21.93333333,-100,994,3,85,908,"P3",333,4.99,1,0.9,19,380.4,26,16.9,21.31
"MZ65350",134,"AN_8","MICH316","CELAYA","CIMMYTMA-005578","A","H","A",19.33333333,-101.4666667,2233,3,95,908,"P3",333,3.38,1,0.8,29,510.9,24.9,20.61,20.16
"MZ65351",129,"AN_33","PUEB542","PALOME","CIMMYTMA-016446","A","H","A",19.28333333,-97.33333333,2514,3,104,908,"P3",333,2.24,1,0.7,36,318.2,17,18.9,8
"MZ65352",27,"Mex_12.High","ZACA134","CONNOR","CIMMYTMA-019483","M","H","M.H",22.902593,-103.478062,2019,3,114,908,"P3",333,3.71,1,0.8,30,399.4,23,24.72,17.08
"MZ65353",92,"SA_21.Low","PERU1124","ENANO","CIMMYTMA-009025","S","L","S.L",-12,-70.25,234,3,123,908,"P3",333,3.03,1,0.8,16,415.2,23.9,17.5,15.8
"MZ65354",80,"SA_13.Low","PERU611","","CIMMYTMA-008367","S","L","S.L",-12.130747,-76.950627,305,3,133,908,"P3",333,3.96,1,0.8,20,433.5,29.7,17.39,15.27
"MZ65355",94,"SA_22.Low","PAS.18","","CIMMYTMA-026034","S","L","S.L",-10.33333333,-74.9,252,3,143,908,"P3",333,3.39,1,0.8,21.5,362.1,21.9,15.32,14.12
"MZ65356",121,"AN_19","MICH230","VANDEN","CIMMYTMA-013353","A","H","A",19.469084,-102.06122,1902,3,152,908,"P3",333,3.16,1,0.7,33.5,377.8,24.2,17.45,16.66
"MZ65357",70,"Mex_8.High","PUEB384","CONICO","CIMMYTMA-007584","M","H","M.H",19.28333333,-98.43333333,2261,3,162,908,"P3",333,5.14,1,1,24.5,432.8,29.3,17.39,17.4
"MZ65358",135,"AN_9","MICH320","CONICO","CIMMYTMA-005582","A","H","A",19.423751,-101.559319,2483,3,171,908,"P3",333,3.03,1,0.7,31,327.7,22.4,20.33,12.83
"MZ65359",58,"Mex_29.Low","SINA2","CHAPAL","CIMMYTMA-000861","M","L","M.L",24.824405,-107.460246,46,3,181,908,"P3",333,5.74,1,0.7,15,314.2,28.6,10.43,13.51
"MZ65360",82,"SA_14.High","PERU923","","CIMMYTMA-018202","S","H","S.H",-8.563063,-77.77292,3412,3,190,908,"P3",333,3.68,1,0.7,20,343.9,19.3,15.07,15.42
"MZ65361",39,"Mex_19.High","JALI348","CELAYA","CIMMYTMA-016642","M","H","M.H",21.88333333,-101.5833333,2213,3,85,918,"P3",333,4.61,1,1.1,26,386.9,25.5,15.06,NA
"MZ65362",5,"C_1","","","B73","C","N","C",NA,NA,NA,3,95,918,"P3",333,2.45,1,0.9,14,289.8,21.3,11.5,8.18
"MZ65363",13,"C_3","","","CML530","C","N","C",NA,NA,NA,3,104,918,"P3",333,3.86,1,1,18.5,329.3,29.9,14.93,12.05
"MZ65364",131,"AN_25","MEXI386","CONICO","CIMMYTMA-019359","A","H","A",19.03333333,-100.0333333,1956,3,114,918,"P3",333,4.18,1,1.2,31,412.8,25.1,24.7,14.8
"MZ65365",50,"Mex_23.Low","VERA272","TUXPEN","CIMMYTMA-025845","M","L","M.L",21.51666667,-98.38333333,42,3,123,918,"P3",333,4.26,1,0,0,0,NA,NA,NA
"MZ65366",71,"Mex_9.Low","HIDA184","CONICO","CIMMYTMA-020752","M","L","M.L",21.062344,-98.870068,436,3,133,918,"P3",333,3.39,1,0.8,30,428.9,27.2,18.22,15.96
"MZ65367",95,"SA_23.Low","CALD369","","CIMMYTMA-019738","S","L","S.L",5.32,-74.92,840,3,143,918,"P3",333,4.44,1,0.7,15,345.4,25.8,11.68,11.79
"MZ65368",130,"AN_23","MEXI250","CHALQU","CIMMYTMA-016600","A","H","A",19.622791,-98.914614,2259,3,152,918,"P3",333,4.12,1,1.2,21.1,417.5,26.7,19.08,17.47
"MZ65369",108,"SA_3.High","ECUAX14210","MEZCLA","CIMMYTMA-013311","S","H","S.H",-3.620286,-79.237167,2497,3,162,918,"P3",333,6.71,1,0,0,0,NA,NA,NA
"MZ65370",142,"AN_32","VERA324","CHALQU","CIMMYTMA-005640","A","H","A",19.35,-97.15,2152,3,171,918,"P3",333,3.26,1,0.7,21,313.2,25.9,13.8,10
"MZ65371",124,"AN_22","MEXI66","CHALQU","CIMMYTMA-001395","A","H","A",19.412596,-100.121224,2568,3,181,918,"P3",333,3.84,1,1.2,35,444.3,17.8,29.12,10.55
"MZ65372",111,"SA_4.High","BOLI683","","CIMMYTMA-018676","S","H","S.H",-16.5,-68.15,3929,3,190,918,"P3",333,3.1,1,1,18,374.4,22.5,16.58,15.44
"MZ65373",66,"Mex_6.High","OAXA724","BOLITA","CIMMYTMA-020218","M","H","M.H",16.9,-96.26666667,2164,3,85,927,"P3",333,4.18,1,0.9,20,383.6,22.4,15.8,14.59
"MZ65374",6,"C_1","","","B73","C","N","C",NA,NA,NA,3,95,927,"P3",333,2.29,1,1,16,370.2,24.7,13.2,8.5
"MZ65375",84,"SA_17.High","ARGE521","","CIMMYTMA-008025","S","H","S.H",-23.2,-65.35,2973,3,104,927,"P3",333,3.13,1,0.7,22,360.6,25.1,17.9,11
"MZ65376",139,"AN_11","MICH376","MUSHIT","CIMMYTMA-005618","A","H","A",19.28333333,-101.6333333,2293,3,114,927,"P3",333,3.73,1,0.9,32,439.2,26.5,21.3,14.6
"MZ65377",1,"C_1","","","B73","C","N","C",NA,NA,NA,3,123,927,"P3",333,2.17,1,0.9,15,324.3,28.8,13.1,9.3
"MZ65378",85,"SA_18.High","CUZ.196","","CIMMYTMA-012290","S","H","S.H",-13.52122,-73.720696,2813,3,133,927,"P3",333,4.35,1,0.8,29,240.5,21.9,12.59,7.3
"MZ65379",60,"Mex_3.High","MEX 48","CHALQU","CIMMYTMA-001398","M","H","M.H",19.698838,-99.099857,2247,3,143,927,"P3",333,8.6,1,1.1,35,513.5,23,22.9,22.4
"MZ65380",144,"AN_22","MICH411","CHALQU","CIMMYTMA-009187","A","H","A",19.518555,-101.219653,2229,3,152,927,"P3",333,5.02,1,1,28,485,21.3,21.3,16.7
"MZ65381",93,"SA_22.High","HCO.140","","CIMMYTMA-018244","S","H","S.H",-9.408282,-76.557515,3135,3,162,927,"P3",333,5.48,1,0.9,23,362.6,25.8,19.7,14.51
"MZ65382",113,"SA_6.High","ANC.526","","CIMMYTMA-012085","S","H","S.H",-9.385108,-77.240432,3524,3,171,927,"P3",333,3.53,1,0.8,25,376,25.7,15.55,15.89
"MZ65383",122,"AN_26","MEXI210","PALOME","CIMMYTMA-001374","A","H","A",18.969351,-99.399159,2445,3,181,927,"P3",333,2.25,1,0.8,28,324.5,20.9,16.2,9.7
"MZ65384",99,"SA_26.Low","ECUA652","","CIMMYTMA-017379","S","L","S.L",-1.066298,-80.44021,36,3,190,927,"P3",333,4.09,1,0.8,18.5,423.7,22.8,16.43,16.43
"MZ65385",34,"Mex_16.Low","SONO169","ONAVEN","CIMMYTMA-007344","M","L","M.L",29.43544,-110.367266,390,3,85,937,"P3",333,3.81,1,1,18.5,404.9,23.4,18.9,13.3
"MZ65386",107,"SA_3.Low","ECUA","","CIMMYTMA-010248","S","L","S.L",-2.761385,-79.747472,2,3,95,937,"P3",333,3.57,1,0.9,16.5,346.2,25,17.3,17.1
"MZ65387",81,"SA_14.Low","SNMART111","","CIMMYTMA-014578","S","L","S.L",-8.444628,-76.471549,580,3,104,937,"P3",333,2.91,1,0.8,19,373.8,23,15.67,16.29
"MZ65388",21,"C_4","","","Mo17","C","N","C",NA,NA,NA,3,114,937,"P3",333,3.4,1,0.7,20,358,24.9,13.3,8.7
"MZ65389",118,"SA_8.Low","SNMART124","","CIMMYTMA-026062","S","L","S.L",-7.174336,-76.692725,269,3,123,937,"P3",333,3.95,1,0.9,22,317.4,21.7,11.91,9.81
"MZ65390",63,"Mex_5.High","SNLP176","","CIMMYTMA-014017","M","H","M.H",23.13333333,-101.1166667,2043,3,133,937,"P3",333,3.83,1,0.9,14,376.8,27.7,16.81,14.89
"MZ65391",36,"Mex_17.Low","BELI9","","CIMMYTMA-017793","M","L","M.L",17.08333333,-89.13333333,97,3,143,937,"P3",333,2.88,1,0.9,17.5,261.8,18.7,11.4,15.7
"MZ65392",23,"C_4","","","Mo17","C","N","C",NA,NA,NA,3,152,937,"P3",333,3.35,1,0.7,22,227.1,21.7,11.7,7.2
"MZ65393",29,"Mex_13.High","QUER56","CONNOR","CIMMYTMA-001535","M","H","M.H",20.7,-99.8,2039,3,162,937,"P3",333,6.06,1,0.9,30,413,34,11.76,4.45
"MZ65394",61,"Mex_30.Low","QUER50","TUXPEN","CIMMYTMA-000547","M","L","M.L",21.445085,-99.632358,562,3,171,937,"P3",333,7.4,NA,NA,NA,NA,NA,NA,NA
"MZ65395",133,"AN_29","VERA89","CONICO","CIMMYTMA-002336","A","H","A",19.61666667,-97.08333333,2634,3,181,937,"P3",333,2.91,1,1,23,350.9,22,24.5,13.5
"MZ65396",123,"AN_21","MEXI84","CONICO","CIMMYTMA-001380","A","H","A",19.448336,-100.18125,2939,3,190,937,"P3",333,3.11,1,1,12.5,460.7,20,18.08,15.04
"MZ65397",48,"Mex_22.Low","VERA201","TEPECI","CIMMYTMA-003266","M","L","M.L",21.1,-97.75,88,3,85,946,"P3",333,5.02,1,0.9,17,372.5,25,17.39,27.18
"MZ65398",30,"Mex_13.Low","NAYA149","TUXPEN","CIMMYTMA-007026","M","L","M.L",21.2,-105.1666667,8,3,95,946,"P3",333,5.31,1,1,22.5,374.6,18.7,14.84,23.97
"MZ65399",45,"Mex_21.High","GUAT434","OLOTON","CIMMYTMA-005266","M","H","M.H",15.28333333,-91.43333333,2071,3,104,946,"P3",333,5.35,1,0.8,23,466.8,24,NA,NA
"MZ65400",119,"SA_9.Low","LIM.76","","CIMMYTMA-016832","S","L","S.L",-12.73333333,-76.46666667,260,3,114,946,"P3",333,3.31,1,0.9,31,388.5,20,16.62,12.12
"MZ65401",128,"AN_24","MEXI103","CONICO","CIMMYTMA-016007","A","H","A",19.353139,-99.796835,2636,3,123,946,"P3",333,2.31,1,1,31,404.6,21.5,24.8,10.7
"MZ65402",42,"Mex_2.High","PUEB 32","CONICO","CIMMYTMA-002276","M","H","M.H",19.83333333,-98.03333333,2325,3,133,946,"P3",333,6.8,1,0.8,32,356.9,21.2,19.46,12.39
"MZ65403",7,"C_2","","","PT","C","N","C",NA,NA,NA,3,143,946,"P3",333,1.99,1,0.8,28,278.3,24.6,18.7,7.9
"MZ65404",140,"AN_30","VERA306","ARROAM","CIMMYTMA-005626","A","H","A",19.509446,-97.200757,3017,3,152,946,"P3",333,3.09,1,0.7,28,253.7,31,16.37,10.5
"MZ65405",11,"C_2","","","PT","C","N","C",NA,NA,NA,3,162,946,"P3",333,2.06,1,0.9,29.5,349.3,23.6,20.26,9.15
"MZ65406",44,"Mex_20.Low","COAH64","TUXPEN","CIMMYTMA-000449","M","L","M.L",28.26979,-100.726374,356,3,171,946,"P3",333,4.43,1,0.8,12,330.2,28,11.71,18.18
"MZ65407",79,"SA_13.High","PERU511","","CIMMYTMA-008361","S","H","S.H",-12.93333333,-74.25,2655,3,181,946,"P3",333,4.01,1,0.7,22.5,281.6,30.4,10.9,15
"MZ65408",126,"AN_20","MICH52","CONICO","CIMMYTMA-001467","A","H","A",19.652002,-100.593265,2180,3,190,946,"P3",333,4.19,NA,0,0,0,NA,NA,NA
"MZ65409",104,"SA_28.Low","PIUR152","","CIMMYTMA-026035","S","L","S.L",-4.872712,-80.711375,49,3,85,956,"P3",333,2.98,1,0.9,18.5,419.8,17.3,15.88,19.51
"MZ65410",46,"Mex_21.Low","CHIS 26","TEPECI","CIMMYTMA-000743","M","L","M.L",15.420631,-92.899516,35,3,95,956,"P3",333,6.66,1,0.8,13,385.3,21.2,16.64,20.2
"MZ65411",143,"AN_18","MICH336","TABLON","CIMMYTMA-008072","A","L","A",19.376847,-102.486984,1319,3,104,956,"P3",333,5.22,1,0.9,18,336.3,23.4,15.12,14.72
"MZ65412",89,"SA_20.High","CAJ.138","","CIMMYTMA-024894","S","H","S.H",-6.55,-78.65,2391,3,114,956,"P3",333,3.82,1,0.8,16,390.1,24,15.6,18.53
"MZ65413",68,"Mex_7.Low","VERA126","TUXPEN","CIMMYTMA-000686","M","L","M.L",18.589859,-95.436809,30,3,123,956,"P3",333,7.08,1,0.7,18,456.9,17.6,15.4,12.9
"MZ65414",115,"SA_7.High","APUC.169","CHUNCH","CIMMYTMA-012231","S","H","S.H",-13.650254,-72.89971,2154,3,133,956,"P3",333,3.69,1,0.8,23,334.4,25.4,15,14.1
"MZ65415",32,"Mex_14.High","OAXA350","CONICO","CIMMYTMA-006081","M","H","M.H",17.190837,-97.867153,2338,3,143,956,"P3",333,2.9,1,0.9,21.5,405.2,20.7,20.01,14.27
"MZ65416",74,"SA_1.Low","BOLI434","","CIMMYTMA-016874","S","L","S.L",-17.898168,-63.308388,516,3,152,956,"P3",333,3.43,1,0.9,14.5,445.1,23.3,17.1,15.8
"MZ65417",96,"SA_23.High","BOYA371","SABANE","CIMMYTMA-022843","S","H","S.H",5.399671,-73.101212,2150,3,162,956,"P3",333,4.15,1,1.1,20,389.3,28.2,17.17,21.18
"MZ65418",35,"Mex_17.High","OAXA69","","CIMMYTMA-013920","M","H","M.H",17.45,-97.21666667,2083,3,171,956,"P3",333,2.8,1,0.8,20.7,244.7,19.3,16.4,15
"MZ65419",77,"SA_11.Low","BOZM0708","CUBAAM","CIMMYTMA-014998","S","L","S.L",-16.777628,-60.657169,300,3,181,956,"P3",333,4.61,1,0.8,16,393.5,26.9,14.2,19.2
"MZ65420",75,"SA_10.Low","CHZM01008","HARTAR","CIMMYTMA-014453","S","L","S.L",-19.010405,-69.865865,700,3,190,956,"P3",333,5.17,1,0.8,11.6,375.9,16.9,15,22.3
"MZ65421",31,"Mex_14.Low","CHIS533","OLOTIL","CIMMYTMA-025041","M","L","M.L",16.7,-93.71666667,547,3,85,965,"P3",333,3.6,1,0.7,13.5,370.2,20.3,14.37,15.43
"MZ65422",15,"C_3","","","CML530","C","N","C",NA,NA,NA,3,95,965,"P3",333,3.33,1,0.9,14,289.3,24.7,12.44,12.85
"MZ65423",62,"Mex_30.High","GUAN4","CELAYA","CIMMYTMA-000554","M","H","M.H",21.01666667,-101.25,2064,3,104,965,"P3",333,9.31,1,0.8,18.5,NA,23.4,18.11,21.82
"MZ65424",112,"SA_4.Low","BOZM0704","CUBAAM","CIMMYTMA-028912","S","L","S.L",-17.41666667,-60.66666667,324,3,114,965,"P3",333,3.8,1,0.7,12,NA,26.6,9.57,16.46
"MZ65425",4,"C_1","","","B73","C","N","C",NA,NA,NA,3,123,965,"P3",333,2.27,1,0.9,12,NA,23.4,10.72,7.71
"MZ65426",116,"SA_7.Low","BOLI1060","","CIMMYTMA-017281","S","L","S.L",-14.389555,-65.195133,149,3,133,965,"P3",333,3.57,1,1,14,NA,27.2,17.44,18.01
"MZ65427",88,"SA_2.Low","PERU1101","PIRICI","CIMMYTMA-009022","S","L","S.L",-12.623998,-73.094775,751,3,143,965,"P3",333,3.77,1,1,15,NA,22.4,21.19,19.24
"MZ65428",105,"SA_29.High","ARZM09063","PISING","CIMMYTMA-024483","S","H","S.H",-23.534009,-65.76493,3488,3,152,965,"P3",333,1.91,1,0.8,17,NA,25.1,13.51,10.85
"MZ65429",90,"SA_20.Low","LOR.16","","CIMMYTMA-026029","S","L","S.L",-7.221746,-75.298185,137,3,162,965,"P3",333,4.59,1,1,13.5,NA,24,13.4,17.6
"MZ65430",83,"SA_17.Low","BOZM0258","CUBAAM","CIMMYTMA-014287","S","L","S.L",-22.537684,-64.40514,559,3,171,965,"P3",333,4.83,1,0.7,13,NA,23.5,10.1,11.6
"MZ65431",26,"Mex_10.High","CHIS846","","CIMMYTMA-027432","M","H","M.H",16.75,-92.63,2131,3,181,965,"P3",333,5.65,1,0.8,18,NA,19.5,15.74,17.31
"MZ65432",64,"Mex_5.Low","NAYA70","TABLON","CIMMYTMA-018888","M","L","M.L",22.417143,-105.46224,11,3,190,965,"P3",333,4.46,1,1.2,16.5,NA,19.2,19.91,18.48
"MZ65433",59,"Mex_3.Low","VERA77","TUXPEN","CIMMYTMA-002335","M","L","M.L",20.43027778,-97.382222,109,4,285,860,"P1",1,4.79,1,0.8,11,NA,6,8.32,1.153
"MZ65434",26,"Mex_10.High","CHIS846","","CIMMYTMA-027432","M","H","M.H",16.75,-92.63,2131,4,295,860,"P1",1,5.65,1,1.3,22.5,NA,12.3,14.91,21.64
"MZ65435",94,"SA_22.Low","PAS.18","","CIMMYTMA-026034","S","L","S.L",-10.33333333,-74.9,252,4,305,860,"P1",1,3.39,1,1,14,NA,26.2,12.06,20.07
"MZ65436",109,"SA_31.Low","ECUA323","","CIMMYTMA-007876","S","L","S.L",-1.786495,-79.274037,98,4,315,860,"P1",1,3.56,0,NA,NA,NA,28.6,7.47,10.2
"MZ65437",71,"Mex_9.Low","HIDA184","CONICO","CIMMYTMA-020752","M","L","M.L",21.062344,-98.870068,436,4,325,860,"P1",1,3.39,1,0.8,28,NA,26,12.59,12.5
"MZ65438",1,"C_1","","","B73","C","N","C",NA,NA,NA,4,335,860,"P1",1,2.17,1,0.5,8,NA,25.7,3.4,3.3
"MZ65439",36,"Mex_17.Low","BELI9","","CIMMYTMA-017793","M","L","M.L",17.08333333,-89.13333333,97,4,345,860,"P1",1,2.88,0,0.8,9,NA,27.4,4.78,9.45
"MZ65440",137,"AN_17","MICH348","MUSHIT","CIMMYTMA-005599","A","H","A",19.56666667,-102.2666667,2416,4,355,860,"P1",1,3.68,0,0.8,20.5,NA,26.4,9,10.6
"MZ65441",132,"AN_14","MICH414","MUSHIT","CIMMYTMA-002098","A","H","A",19.73333333,-102.0833333,2129,4,365,860,"P1",1,4.47,0,1,28,NA,24.5,15.96,16.39
"MZ65442",85,"SA_18.High","CUZ.196","","CIMMYTMA-012290","S","H","S.H",-13.52122,-73.720696,2813,4,375,860,"P1",1,4.35,0,0.8,15,NA,25.3,7.6,9.34
"MZ65443",69,"Mex_8.Low","COLI26","","CIMMYTMA-023180","M","L","M.L",19.33205,-103.731987,720,4,385,860,"P1",1,3.71,1,0.8,18.2,NA,28.2,10.09,18.64
"MZ65444",56,"Mex_28.High","CHIH140","GORDO","CIMMYTMA-007937","M","H","M.H",29.65,-108.25,2141,4,395,860,"P1",1,3.66,0,1.1,16,NA,18.1,11.9,13.3
"MZ65445",143,"AN_18","MICH336","TABLON","CIMMYTMA-008072","A","L","A",19.376847,-102.486984,1319,4,285,870,"P1",1,5.22,1,1.2,19,NA,23,13.71,20.97
"MZ65446",27,"Mex_12.High","ZACA134","CONNOR","CIMMYTMA-019483","M","H","M.H",22.902593,-103.478062,2019,4,295,870,"P1",1,3.71,1,0.8,28,NA,24.8,16.06,13.61
"MZ65447",87,"SA_2.High","HVCA.15","","CIMMYTMA-012291","S","H","S.H",-12.634544,-74.86529,3263,4,305,870,"P1",1,3.66,1,1,24,NA,19.4,17.46,17.65
"MZ65448",73,"SA_1.High","BOZM0881","","CIMMYTMA-015032","S","H","S.H",-17.55,-65.83333333,2725,4,315,870,"P1",1,4.32,1,0.6,23,NA,30.7,9.91,19.75
"MZ65449",88,"SA_2.Low","PERU1101","PIRICI","CIMMYTMA-009022","S","L","S.L",-12.623998,-73.094775,751,4,325,870,"P1",1,3.77,1,0.8,13,NA,23.5,7.2,8.5
"MZ65450",23,"C_4","","","Mo17","C","N","C",NA,NA,NA,4,335,870,"P1",1,3.35,1,0.8,12.5,NA,29.2,6.89,8.47
"MZ65451",121,"AN_19","MICH230","VANDEN","CIMMYTMA-013353","A","H","A",19.469084,-102.06122,1902,4,345,870,"P1",1,3.16,1,1,24,NA,23.7,12.94,17.4
"MZ65452",14,"C_3","","","CML530","C","N","C",NA,NA,NA,4,355,870,"P1",1,3.65,0,0.7,11.5,NA,24.7,6.6,6.6
"MZ65453",91,"SA_21.High","JUN.160","SNJERO","CIMMYTMA-024925","S","H","S.H",-11.904015,-75.321984,3315,4,365,870,"P1",1,5.98,1,0.7,24.5,NA,19.4,11.52,11.68
"MZ65454",105,"SA_29.High","ARZM09063","PISING","CIMMYTMA-024483","S","H","S.H",-23.534009,-65.76493,3488,4,375,870,"P1",1,1.91,0,0.5,17,NA,24.8,5.36,5.94
"MZ65455",70,"Mex_8.High","PUEB384","CONICO","CIMMYTMA-007584","M","H","M.H",19.28333333,-98.43333333,2261,4,385,870,"P1",1,5.14,1,0.9,23.5,NA,22.7,13.5,18.2
"MZ65456",95,"SA_23.Low","CALD369","","CIMMYTMA-019738","S","L","S.L",5.32,-74.92,840,4,395,870,"P1",1,4.44,1,1,29.7,NA,24.5,7.31,14.72
