"ID","Entry","Line","Acc","Race","Stock","Geo.class","Elevation.class","Group","Lat","Lon","Elevation","Block","ABS_X","ABS_Y","P_code","P_level","Seed_wt_12k","Mites","Stem","Height","Leaf.Area","Spad","Leaf_FW","Root_FW"
"MZ65457",120,"SA_9.High","CUZ.351","PISCCO","CIMMYTMA-018242","S","H","S.H",-13.420293,-72.2085,3326,4,285,879,"P1",1,4.43,1,1,16,NA,29.1,10.76,21.9
"MZ65458",124,"AN_22","MEXI66","CHALQU","CIMMYTMA-001395","A","H","A",19.412596,-100.121224,2568,4,295,879,"P1",1,3.84,1,0.9,23,NA,23,11.36,11.83
"MZ65459",62,"Mex_30.High","GUAN4","CELAYA","CIMMYTMA-000554","M","H","M.H",21.01666667,-101.25,2064,4,305,879,"P1",1,9.31,1,1.2,22.5,NA,26.5,18.97,25.04
"MZ65460",84,"SA_17.High","ARGE521","","CIMMYTMA-008025","S","H","S.H",-23.2,-65.35,2973,4,315,879,"P1",1,3.13,NA,NA,NA,NA,21.2,7,7.3
"MZ65461",111,"SA_4.High","BOLI683","","CIMMYTMA-018676","S","H","S.H",-16.5,-68.15,3929,4,325,879,"P1",1,3.1,0,1.5,15,NA,26.8,6.7,9.2
"MZ65462",3,"C_1","","","B73","C","N","C",NA,NA,NA,4,335,879,"P1",1,2.16,1,0.5,10,NA,23.3,4.65,3.35
"MZ65463",51,"Mex_24.High","QUER111","","CIMMYTMA-025151","M","H","M.H",20.175815,-100.139433,2674,4,345,879,"P1",1,6.62,1,0.6,24.9,NA,21.8,10.63,16.44
"MZ65464",101,"SA_27.Low","ICA42","","CIMMYTMA-016818","S","L","S.L",-14.660126,-75.219284,236,4,355,879,"P1",1,4.03,0,0.6,17,NA,32.2,8.26,13.51
"MZ65465",15,"C_3","","","CML530","C","N","C",NA,NA,NA,4,365,879,"P1",1,3.33,1,0.1,16.1,NA,24.1,11.44,11.31
"MZ65466",79,"SA_13.High","PERU511","","CIMMYTMA-008361","S","H","S.H",-12.93333333,-74.25,2655,4,375,879,"P1",1,4.01,0,0.4,27.4,NA,24.8,5.22,7.47
"MZ65467",89,"SA_20.High","CAJ.138","","CIMMYTMA-024894","S","H","S.H",-6.55,-78.65,2391,4,385,879,"P1",1,3.82,0,0.6,17.5,NA,24.3,8.5,14.31
"MZ65468",44,"Mex_20.Low","COAH64","TUXPEN","CIMMYTMA-000449","M","L","M.L",28.26979,-100.726374,356,4,395,879,"P1",1,4.43,1,NA,NA,NA,NA,NA,NA
"MZ65469",122,"AN_26","MEXI210","PALOME","CIMMYTMA-001374","A","H","A",18.969351,-99.399159,2445,4,285,889,"P1",1,2.25,1,0.7,17,NA,24,7.1,11.2
"MZ65470",117,"SA_8.High","LIB.114","SHAJAT","CIMMYTMA-012342","S","H","S.H",-7.804269,-78.041914,3217,4,295,889,"P1",1,5.31,1,0.9,21.7,NA,23.5,13.81,17.27
"MZ65471",65,"Mex_6.Low","GUER127","","CIMMYTMA-016261","M","L","M.L",17.560971,-101.262247,52,4,305,889,"P1",1,3.7,1,1.1,24.5,NA,24,6.37,8.35
"MZ65472",102,"SA_27.High","CUZ.290","","CIMMYTMA-024902","S","H","S.H",-13.950973,-71.744682,3061,4,315,889,"P1",1,7.64,1,0.8,25,NA,23.8,14.98,18.85
"MZ65473",55,"Mex_28.Low","SONO115","TABPER","CIMMYTMA-007294","M","L","M.L",28.975149,-109.395459,454,4,325,889,"P1",1,4.91,1,1,20,NA,16.1,18.03,24.53
"MZ65474",7,"C_2","","","PT","C","N","C",NA,NA,NA,4,335,889,"P1",1,1.99,1,0.8,26,NA,23,NA,NA
"MZ65475",33,"Mex_16.High","CHIH474","CELAYA","CIMMYTMA-021113","M","H","M.H",28.53333333,-106.6333333,2141,4,345,889,"P1",1,4.66,0,1.3,25,NA,29.4,19.38,23.45
"MZ65476",4,"C_1","","","B73","C","N","C",NA,NA,NA,4,355,889,"P1",1,2.27,0,0.4,10.5,NA,27.8,4.67,3.5
"MZ65477",139,"AN_11","MICH376","MUSHIT","CIMMYTMA-005618","A","H","A",19.28333333,-101.6333333,2293,4,365,889,"P1",1,3.73,0,0.7,21.8,NA,24.1,7.2,7.7
"MZ65478",110,"SA_31.High","ECUA12675","","CIMMYTMA-028370","S","H","S.H",-1.180281,-78.559788,2753,4,375,889,"P1",1,4.7,1,NA,NA,NA,NA,NA,NA
"MZ65479",135,"AN_9","MICH320","CONICO","CIMMYTMA-005582","A","H","A",19.423751,-101.559319,2483,4,385,889,"P1",1,3.03,1,0.8,23,NA,25.9,8.6,7.8
"MZ65480",24,"C_4","","","Mo17","C","N","C",NA,NA,NA,4,395,889,"P1",1,3.59,1,0.9,11.3,NA,26.9,7.1,8.4
"MZ65481",42,"Mex_2.High","PUEB 32","CONICO","CIMMYTMA-002276","M","H","M.H",19.83333333,-98.03333333,2325,4,285,898,"P1",1,6.8,1,0.4,15.5,NA,40.3,4.71,4.21
"MZ65482",13,"C_3","","","CML530","C","N","C",NA,NA,NA,4,295,898,"P1",1,3.86,1,0.9,15,NA,22.5,7.93,7.57
"MZ65483",57,"Mex_29.High","DURA33","CONNOR","CIMMYTMA-013374","M","H","M.H",24.470342,-104.120767,2030,4,305,898,"P1",1,3.55,1,1,23,NA,27,17.21,15.07
"MZ65484",128,"AN_24","MEXI103","CONICO","CIMMYTMA-016007","A","H","A",19.353139,-99.796835,2636,4,315,898,"P1",1,2.31,1,0.8,27.5,NA,23.5,12.4,6.2
"MZ65485",46,"Mex_21.Low","CHIS 26","TEPECI","CIMMYTMA-000743","M","L","M.L",15.420631,-92.899516,35,4,325,898,"P1",1,6.66,1,0.9,17,NA,25.1,12.98,13.17
"MZ65486",22,"C_4","","","Mo17","C","N","C",NA,NA,NA,4,335,898,"P1",1,3.3,1,0.6,15,NA,27.4,7.88,7.43
"MZ65487",98,"SA_24.Low","PERU637","COLORA","CIMMYTMA-008993","S","L","S.L",-8.597077,-78.732381,14,4,345,898,"P1",1,5.94,0,0.5,17.9,NA,28.6,7.8,8.8
"MZ65488",103,"SA_28.High","PIUR106","","CIMMYTMA-012440","S","H","S.H",-4.635925,-79.710107,2641,4,355,898,"P1",1,3.8,0,0.7,15,NA,36.3,5.34,10.58
"MZ65489",60,"Mex_3.High","MEX 48","CHALQU","CIMMYTMA-001398","M","H","M.H",19.698838,-99.099857,2247,4,365,898,"P1",1,8.6,1,0.7,27.5,NA,25.4,16.47,13.78
"MZ65490",45,"Mex_21.High","GUAT434","OLOTON","CIMMYTMA-005266","M","H","M.H",15.28333333,-91.43333333,2071,4,375,898,"P1",1,5.35,1,1,15,NA,28.7,12.3,17.2
"MZ65491",54,"Mex_26.Low","VERA118","TUXPEN","CIMMYTMA-002345","M","L","M.L",19.855393,-96.708139,372,4,385,898,"P1",1,3.63,0,NA,NA,NA,NA,NA,NA
"MZ65492",50,"Mex_23.Low","VERA272","TUXPEN","CIMMYTMA-025845","M","L","M.L",21.51666667,-98.38333333,42,4,395,898,"P1",1,4.26,1,1,10.5,NA,27.6,8.63,15.01
"MZ65493",92,"SA_21.Low","PERU1124","ENANO","CIMMYTMA-009025","S","L","S.L",-12,-70.25,234,4,285,908,"P1",1,3.03,1,0.7,12,NA,20.2,6.8,11.5
"MZ65494",140,"AN_30","VERA306","ARROAM","CIMMYTMA-005626","A","H","A",19.509446,-97.200757,3017,4,295,908,"P1",1,3.09,1,0.7,30,NA,31.8,14.98,10.81
"MZ65495",43,"Mex_20.High","CHIH515","CONNOR","CIMMYTMA-021154","M","H","M.H",28.55,-107.5,2046,4,305,908,"P1",1,3.71,1,0.7,26.6,NA,32.6,12.66,13.27
"MZ65496",114,"SA_6.Low","UCAYAL9","","CIMMYTMA-014588","S","L","S.L",-9.028934,-75.513495,306,4,315,908,"P1",1,3.14,0,0.7,14,NA,25.4,8.33,11.2
"MZ65497",86,"SA_18.Low","BOZM1162","","CIMMYTMA-015086","S","L","S.L",-14.31666667,-67.36666667,189,4,325,908,"P1",1,3.33,0,0.8,11,NA,22.4,9.26,15.7
"MZ65498",37,"Mex_18.High","JALI576","CELAYA","CIMMYTMA-021313","M","H","M.H",21.01666667,-102.1666667,2055,4,335,908,"P1",1,3.37,1,0.5,21.5,NA,29.3,10.99,16.18
"MZ65499",119,"SA_9.Low","LIM.76","","CIMMYTMA-016832","S","L","S.L",-12.73333333,-76.46666667,260,4,345,908,"P1",1,3.31,1,0.5,10.7,NA,27.2,9.36,18.36
"MZ65500",118,"SA_8.Low","SNMART124","","CIMMYTMA-026062","S","L","S.L",-7.174336,-76.692725,269,4,355,908,"P1",1,3.95,1,0.5,9.5,NA,28.5,5.44,6.91
"MZ65501",82,"SA_14.High","PERU923","","CIMMYTMA-018202","S","H","S.H",-8.563063,-77.77292,3412,4,365,908,"P1",1,3.68,1,0.7,21,NA,27.6,10.65,9.35
"MZ65502",17,"C_3","","","CML530","C","N","C",NA,NA,NA,4,375,908,"P1",1,3.51,1,1,15,NA,12.4,9.5,12.2
"MZ65503",141,"AN_31","VERA321","ARROAM","CIMMYTMA-005638","A","H","A",19.61666667,-97.16666667,2552,4,385,908,"P1",1,2.7,1,0.2,21,NA,30,2.83,1.63
"MZ65504",100,"SA_26.High","ECUA8833","MISHCA","CIMMYTMA-021797","S","H","S.H",-0.148041,-78.457937,2890,4,395,908,"P1",1,5.55,1,0.9,18,NA,19.6,12.62,20.98
"MZ65505",52,"Mex_24.Low","NAYA312","","CIMMYTMA-025289","M","L","M.L",20.8,-104.4,800,4,285,918,"P1",1,5.06,1,1,15,NA,24.9,16.17,24.19
"MZ65506",61,"Mex_30.Low","QUER50","TUXPEN","CIMMYTMA-000547","M","L","M.L",21.445085,-99.632358,562,4,295,918,"P1",1,7.4,1,0.7,15,NA,24.7,12.63,19.15
"MZ65507",127,"AN_28","VERA35","PALOME","CIMMYTMA-001531","A","H","A",19.539917,-97.251249,2451,4,305,918,"P1",1,2.29,1,0.8,21,NA,18.3,12.01,11.79
"MZ65508",28,"Mex_12.Low","SNLP143","CONICO","CIMMYTMA-023628","M","L","M.L",21.93333333,-100,994,4,315,918,"P1",1,4.99,1,0.5,21,NA,28.4,9,16.5
"MZ65509",31,"Mex_14.Low","CHIS533","OLOTIL","CIMMYTMA-025041","M","L","M.L",16.7,-93.71666667,547,4,325,918,"P1",1,3.6,0,1,15,NA,25.6,10.63,16.8
"MZ65510",8,"C_2","","","PT","C","N","C",NA,NA,NA,4,335,918,"P1",1,2.1,1,0.7,28.5,NA,21.5,9.63,16.63
"MZ65511",30,"Mex_13.Low","NAYA149","TUXPEN","CIMMYTMA-007026","M","L","M.L",21.2,-105.1666667,8,4,345,918,"P1",1,5.31,1,0.8,13,NA,24.9,9.04,15.74
"MZ65512",11,"C_2","","","PT","C","N","C",NA,NA,NA,4,355,918,"P1",1,2.06,0,NA,NA,NA,NA,NA,NA
"MZ65513",16,"C_3","","","CML530","C","N","C",NA,NA,NA,4,365,918,"P1",1,3.39,1,0.7,15.5,NA,24.2,9.44,11.61
"MZ65514",129,"AN_33","PUEB542","PALOME","CIMMYTMA-016446","A","H","A",19.28333333,-97.33333333,2514,4,375,918,"P1",1,2.24,1,0.7,21.4,NA,24.1,10.7,10.3
"MZ65515",12,"C_2","","","PT","C","N","C",NA,NA,NA,4,385,918,"P1",1,2.14,0,0.8,16.5,NA,27.2,6.53,5.17
"MZ65516",34,"Mex_16.Low","SONO169","ONAVEN","CIMMYTMA-007344","M","L","M.L",29.43544,-110.367266,390,4,395,918,"P1",1,3.81,1,1,13.5,NA,21,10.4,18.2
"MZ65517",19,"C_4","","","Mo17","C","N","C",NA,NA,NA,4,285,927,"P1",1,3.46,1,0.9,13.7,NA,20.1,8.11,9.67
"MZ65518",80,"SA_13.Low","PERU611","","CIMMYTMA-008367","S","L","S.L",-12.130747,-76.950627,305,4,295,927,"P1",1,3.96,1,0.8,20.5,NA,26.9,14.2,24.6
"MZ65519",48,"Mex_22.Low","VERA201","TEPECI","CIMMYTMA-003266","M","L","M.L",21.1,-97.75,88,4,305,927,"P1",1,5.02,1,0.7,13,NA,21,10,11.3
"MZ65520",131,"AN_25","MEXI386","CONICO","CIMMYTMA-019359","A","H","A",19.03333333,-100.0333333,1956,4,315,927,"P1",1,4.18,1,0.9,25,NA,20.8,14.03,24.97
"MZ65521",66,"Mex_6.High","OAXA724","BOLITA","CIMMYTMA-020218","M","H","M.H",16.9,-96.26666667,2164,4,325,927,"P1",1,4.18,1,0.8,23,NA,22.5,19.19,26.38
"MZ65522",25,"Mex_10.Low","OAXA520","ZAPCHI","CIMMYTMA-025027","M","L","M.L",16.478858,-95.001338,28,4,335,927,"P1",1,3.22,1,0.8,17,NA,22.1,14,20
"MZ65523",74,"SA_1.Low","BOLI434","","CIMMYTMA-016874","S","L","S.L",-17.898168,-63.308388,516,4,345,927,"P1",1,3.43,0,0.9,10.5,NA,21.5,10.5,13.6
"MZ65524",47,"Mex_22.High","GUAN333","","CIMMYTMA-013771","M","H","M.H",21.48333333,-101.2166667,2091,4,355,927,"P1",1,3.72,1,0.1,7.2,NA,26.3,0.72,0.53
"MZ65525",116,"SA_7.Low","BOLI1060","","CIMMYTMA-017281","S","L","S.L",-14.389555,-65.195133,149,4,365,927,"P1",1,3.57,1,1,12,NA,23.1,10.74,13.67
"MZ65526",144,"AN_22","MICH411","CHALQU","CIMMYTMA-009187","A","H","A",19.518555,-101.219653,2229,4,375,927,"P1",1,5.02,1,0.6,22.5,NA,24,11.9,16.9
"MZ65527",90,"SA_20.Low","LOR.16","","CIMMYTMA-026029","S","L","S.L",-7.221746,-75.298185,137,4,385,927,"P1",1,4.59,1,0.8,13,NA,28,11.4,10
"MZ65528",32,"Mex_14.High","OAXA350","CONICO","CIMMYTMA-006081","M","H","M.H",17.190837,-97.867153,2338,4,395,927,"P1",1,2.9,1,0.8,16,NA,29.5,8.82,14.71
"MZ65529",93,"SA_22.High","HCO.140","","CIMMYTMA-018244","S","H","S.H",-9.408282,-76.557515,3135,4,285,937,"P1",1,5.48,1,0.8,22,NA,23.1,15.3,13.44
"MZ65530",68,"Mex_7.Low","VERA126","TUXPEN","CIMMYTMA-000686","M","L","M.L",18.589859,-95.436809,30,4,295,937,"P1",1,7.08,1,0.8,14,NA,26.2,7.34,7.73
"MZ65531",104,"SA_28.Low","PIUR152","","CIMMYTMA-026035","S","L","S.L",-4.872712,-80.711375,49,4,305,937,"P1",1,2.98,1,0.8,21,NA,22.3,NA,17.7
"MZ65532",134,"AN_8","MICH316","CELAYA","CIMMYTMA-005578","A","H","A",19.33333333,-101.4666667,2233,4,315,937,"P1",1,3.38,1,0.6,25,NA,24.1,12,18.2
"MZ65533",29,"Mex_13.High","QUER56","CONNOR","CIMMYTMA-001535","M","H","M.H",20.7,-99.8,2039,4,325,937,"P1",1,6.06,NA,NA,NA,NA,NA,NA,NA
"MZ65534",49,"Mex_23.High","JALI637","CELAYA","CIMMYTMA-021332","M","H","M.H",20.81666667,-102.6666667,2017,4,335,937,"P1",1,5.46,1,0.6,14,NA,21.4,17.4,20.2
"MZ65535",96,"SA_23.High","BOYA371","SABANE","CIMMYTMA-022843","S","H","S.H",5.399671,-73.101212,2150,4,345,937,"P1",1,4.15,1,0.8,15,NA,15.7,13.32,19.41
"MZ65536",76,"SA_10.High","CHZM01070","HARTAR","CIMMYTMA-014497","S","H","S.H",-19.314057,-69.419454,2430,4,355,937,"P1",1,5.06,0,0.7,15,NA,30.4,8.1,9.6
"MZ65537",138,"AN_10","MICH374","MUSHIT","CIMMYTMA-005616","A","H","A",19.51666667,-101.7333333,2188,4,365,937,"P1",1,3.89,1,0.7,24,NA,24,9.61,10.1
"MZ65538",20,"C_4","","","Mo17","C","N","C",NA,NA,NA,4,375,937,"P1",1,3.37,1,0.5,11.5,NA,24.3,5.3,6.55
"MZ65539",2,"C_1","","","B73","C","N","C",NA,NA,NA,4,385,937,"P1",1,2.37,1,0.5,10,NA,24.2,3.64,3.11
"MZ65540",18,"C_3","","","CML530","C","N","C",NA,NA,NA,4,395,937,"P1",1,3.64,1,0.8,12,NA,19.7,6.35,8.14
"MZ65541",67,"Mex_7.High","TLAX525","","CIMMYTMA-026945","M","H","M.H",19.31666667,-97.91666667,2492,4,285,946,"P1",1,3.63,1,NA,NA,NA,NA,NA,NA
"MZ65542",75,"SA_10.Low","CHZM01008","HARTAR","CIMMYTMA-014453","S","L","S.L",-19.010405,-69.865865,700,4,295,946,"P1",1,5.17,1,5.6,17,NA,17,11.09,15.3
"MZ65543",40,"Mex_19.Low","NAYA223","BOFO","CIMMYTMA-023971","M","L","M.L",22.274119,-104.469957,648,4,305,946,"P1",1,3.76,1,0.6,15,NA,22.2,13.03,17.91
"MZ65544",10,"C_2","","","PT","C","N","C",NA,NA,NA,4,315,946,"P1",1,2,1,0.7,28,NA,22.1,10.4,8.9
"MZ65545",21,"C_4","","","Mo17","C","N","C",NA,NA,NA,4,325,946,"P1",1,3.4,1,0.6,15,NA,25.2,9.83,10.64
"MZ65546",78,"SA_11.High","AREQ.164","","CIMMYTMA-018635","S","H","S.H",-16.471349,-71.47741,2495,4,335,946,"P1",1,6.02,1,0.8,27,NA,28.4,17.59,22.08
"MZ65547",39,"Mex_19.High","JALI348","CELAYA","CIMMYTMA-016642","M","H","M.H",21.88333333,-101.5833333,2213,4,345,946,"P1",1,4.61,1,0.8,26,NA,24.9,13,15.9
"MZ65548",64,"Mex_5.Low","NAYA70","TABLON","CIMMYTMA-018888","M","L","M.L",22.417143,-105.46224,11,4,355,946,"P1",1,4.46,1,0.8,19,NA,20.7,13.3,17.5
"MZ65549",107,"SA_3.Low","ECUA","","CIMMYTMA-010248","S","L","S.L",-2.761385,-79.747472,2,4,365,946,"P1",1,3.57,0,0.5,15,NA,38.6,9,9.8
"MZ65550",35,"Mex_17.High","OAXA69","","CIMMYTMA-013920","M","H","M.H",17.45,-97.21666667,2083,4,375,946,"P1",1,2.8,1,0.6,21.2,NA,20.8,13.47,24.43
"MZ65551",83,"SA_17.Low","BOZM0258","CUBAAM","CIMMYTMA-014287","S","L","S.L",-22.537684,-64.40514,559,4,385,946,"P1",1,4.83,1,3.8,20.6,NA,19.3,NA,NA
"MZ65552",9,"C_2","","","PT","C","N","C",NA,NA,NA,4,395,946,"P1",1,1.84,1,0.5,21.4,NA,29.5,8,5.4
"MZ65553",38,"Mex_18.Low","NAYA222","BOFO","CIMMYTMA-007076","M","L","M.L",21.71666667,-104.8833333,177,4,285,956,"P1",1,5.32,1,0.9,11,NA,26.1,NA,NA
"MZ65554",81,"SA_14.Low","SNMART111","","CIMMYTMA-014578","S","L","S.L",-8.444628,-76.471549,580,4,295,956,"P1",1,2.91,1,0.8,15,NA,22.2,12.7,22.6
"MZ65555",115,"SA_7.High","APUC.169","CHUNCH","CIMMYTMA-012231","S","H","S.H",-13.650254,-72.89971,2154,4,305,956,"P1",1,3.69,1,0.5,16,NA,22.1,9.1,10.6
"MZ65556",99,"SA_26.Low","ECUA652","","CIMMYTMA-017379","S","L","S.L",-1.066298,-80.44021,36,4,315,956,"P1",1,4.09,1,0.8,13,NA,27.2,9.12,15.78
"MZ65557",136,"AN_16","MICH329","CONICO","CIMMYTMA-005589","A","H","A",19.68333333,-101.9666667,2292,4,325,956,"P1",1,3.94,1,0.5,23.5,NA,24.4,13.6,20.5
"MZ65558",142,"AN_32","VERA324","CHALQU","CIMMYTMA-005640","A","H","A",19.35,-97.15,2152,4,335,956,"P1",1,3.26,1,0.6,14,NA,31.5,6,8.9
"MZ65559",53,"Mex_26.High","MEXI193","","CIMMYTMA-018374","M","H","M.H",19.97,-99.52,2418,4,345,956,"P1",1,3.76,1,0.6,26,NA,27.2,13.9,10.1
"MZ65560",41,"Mex_2.Low","JALI386","","CIMMYTMA-023713","M","L","M.L",19.76666667,-104.35,907,4,355,956,"P1",1,5.69,1,0.8,18,NA,23.9,14.2,15.9
"MZ65561",125,"AN_13","MICH195","CHALQU","CIMMYTMA-001456","A","H","A",19.66666667,-101.9166667,2430,4,365,956,"P1",1,3.24,1,NA,NA,NA,NA,NA,NA
"MZ65562",77,"SA_11.Low","BOZM0708","CUBAAM","CIMMYTMA-014998","S","L","S.L",-16.777628,-60.657169,300,4,375,956,"P1",1,4.61,1,0.8,15.3,NA,26.3,11.6,13.78
"MZ65563",133,"AN_29","VERA89","CONICO","CIMMYTMA-002336","A","H","A",19.61666667,-97.08333333,2634,4,385,956,"P1",1,2.91,1,0.7,23.1,NA,31.3,11.5,15.2
"MZ65564",108,"SA_3.High","ECUAX14210","MEZCLA","CIMMYTMA-013311","S","H","S.H",-3.620286,-79.237167,2497,4,395,956,"P1",1,6.71,1,0.7,26.7,NA,25.8,9.99,14.44
"MZ65565",123,"AN_21","MEXI84","CONICO","CIMMYTMA-001380","A","H","A",19.448336,-100.18125,2939,4,285,965,"P1",1,3.11,1,0.7,18,NA,29.7,12.07,16.6
"MZ65566",63,"Mex_5.High","SNLP176","","CIMMYTMA-014017","M","H","M.H",23.13333333,-101.1166667,2043,4,295,965,"P1",1,3.83,1,0.7,19,NA,28.8,11.93,17.33
"MZ65567",106,"SA_29.Low","ARZM07041","PERLIT","CIMMYTMA-026714","S","L","S.L",-23.78,-61.48,175,4,305,965,"P1",1,2.82,1,1,11,NA,25.3,10.1,19.29
"MZ65568",72,"Mex_9.High","AGUC67","CONNOR","CIMMYTMA-027102","M","H","M.H",21.921424,-102.13202,2042,4,315,965,"P1",1,3.37,1,0.7,20.6,NA,27.8,6.95,4.02
"MZ65569",126,"AN_20","MICH52","CONICO","CIMMYTMA-001467","A","H","A",19.652002,-100.593265,2180,4,325,965,"P1",1,4.19,1,0.5,19.5,NA,26.9,5.34,7.6
"MZ65570",5,"C_1","","","B73","C","N","C",NA,NA,NA,4,335,965,"P1",1,2.45,1,1,11,NA,27,9.1,9.9
"MZ65571",6,"C_1","","","B73","C","N","C",NA,NA,NA,4,345,965,"P1",1,2.29,1,0.7,10,NA,25.1,5.94,6
"MZ65572",112,"SA_4.Low","BOZM0704","CUBAAM","CIMMYTMA-028912","S","L","S.L",-17.41666667,-60.66666667,324,4,355,965,"P1",1,3.8,1,0.7,11,NA,26.7,10.09,21.53
"MZ65573",97,"SA_24.High","PERU675","","CIMMYTMA-012541","S","H","S.H",-9.176536,-77.723683,2453,4,365,965,"P1",1,6.3,1,0.6,15,NA,22,8.8,20.3
"MZ65574",130,"AN_23","MEXI250","CHALQU","CIMMYTMA-016600","A","H","A",19.622791,-98.914614,2259,4,375,965,"P1",1,4.12,1,1,23.5,NA,23.3,16.4,27.1
"MZ65575",113,"SA_6.High","ANC.526","","CIMMYTMA-012085","S","H","S.H",-9.385108,-77.240432,3524,4,385,965,"P1",1,3.53,1,0.5,12,NA,28.6,6.3,10.6
"MZ65576",58,"Mex_29.Low","SINA2","CHAPAL","CIMMYTMA-000861","M","L","M.L",24.824405,-107.460246,46,4,395,965,"P1",1,5.74,1,0.5,8,NA,28.6,5.1,12.11
